Name,Run,Session,Trial,AngleValue,Rt1,Resp1,Acc,PreviousTrialR,PreviousTrialCoh,Resp2,PreviousTrialConf
2,3,3,30,0.8,0.384885,1,-1.0,-1.0,0.2,1,9
2,3,3,31,1.6,0.478417,1,-1.0,-1.0,0.8,1,1
2,3,3,32,0.2,0.584519,1,-1.0,-1.0,1.6,9,1
2,3,3,33,-0.2,0.329162,1,1.0,-1.0,0.2,9,9
2,3,3,34,1.6,0.326689,1,-1.0,1.0,-0.2,3,9
2,3,3,35,0.2,0.445557,1,-1.0,-1.0,1.6,9,3
2,3,3,36,0.8,0.643157,0,1.0,-1.0,0.2,9,9
2,3,3,37,-0.8,0.559156,1,1.0,1.0,0.8,9,9
2,3,3,38,-0.8,0.38215,1,1.0,1.0,-0.8,9,9
2,3,3,39,-0.8,0.400547,1,1.0,1.0,-0.8,9,9
2,3,3,40,0.2,0.586411,0,1.0,1.0,-0.8,3,9
2,3,3,41,0.2,0.454323,1,-1.0,1.0,0.2,9,3
2,3,3,42,-0.2,0.392971,1,1.0,-1.0,0.2,9,9
2,3,3,43,0.8,0.807915,0,1.0,1.0,-0.2,4,9
2,3,3,44,-0.2,0.412018,1,1.0,1.0,0.8,9,4
2,3,3,45,0.8,0.461688,1,-1.0,1.0,-0.2,4,9
2,3,3,46,1.6,0.757132,0,1.0,-1.0,0.8,6,4
2,3,3,47,0.8,0.471078,1,-1.0,1.0,1.6,9,6
2,3,3,48,-1.6,0.324566,1,1.0,-1.0,0.8,9,9
2,3,3,49,1.6,0.622677,1,-1.0,1.0,-1.6,9,9
2,3,3,50,0.8,0.493585,1,-1.0,-1.0,1.6,9,9
2,3,3,51,0.8,0.444917,1,-1.0,-1.0,0.8,9,9
2,3,3,52,-1.6,0.458412,1,1.0,-1.0,0.8,9,9
2,3,3,53,1.6,0.41572,1,-1.0,1.0,-1.6,9,9
2,3,3,54,-0.2,0.513419,1,1.0,-1.0,1.6,9,9
2,3,3,55,-0.2,0.634131,1,1.0,1.0,-0.2,9,9
2,3,3,56,0.2,0.591649,1,-1.0,1.0,-0.2,9,9
2,3,3,57,0.2,0.621029,1,-1.0,-1.0,0.2,8,9
2,3,3,58,1.6,0.51342,1,-1.0,-1.0,0.2,2,8
2,3,3,59,0.8,0.534046,1,-1.0,-1.0,1.6,9,2
2,3,3,60,0.2,0.453918,1,-1.0,-1.0,0.8,9,9
2,3,3,61,0.8,0.818243,0,1.0,-1.0,0.2,3,9
2,3,3,62,-0.2,0.441,1,1.0,1.0,0.8,9,3
2,3,3,63,-1.6,0.381191,1,1.0,1.0,-0.2,9,9
2,3,3,64,-0.2,0.351193,1,1.0,1.0,-1.6,9,9
2,3,3,65,-0.2,0.577098,1,1.0,1.0,-0.2,9,9
2,3,3,66,-0.2,0.443598,1,1.0,1.0,-0.2,9,9
2,3,3,67,0.2,0.616232,1,-1.0,1.0,-0.2,9,9
2,3,3,68,0.8,0.533607,1,-1.0,-1.0,0.2,9,9
2,3,3,69,-0.2,0.622444,1,1.0,-1.0,0.8,9,9
2,3,3,71,-0.2,0.380627,1,1.0,0.0,1.6,9,9
2,3,3,72,0.8,0.411475,1,-1.0,1.0,-0.2,9,9
2,3,3,73,1.6,0.335644,1,-1.0,-1.0,0.8,1,9
2,3,3,74,0.2,0.526455,1,-1.0,-1.0,1.6,9,1
2,3,3,75,1.6,0.535251,0,1.0,-1.0,0.2,9,9
2,3,3,76,-1.6,0.409444,1,1.0,1.0,1.6,9,9
2,3,3,77,0.2,0.691465,1,-1.0,1.0,-1.6,2,9
2,3,3,78,-1.6,0.436908,1,1.0,-1.0,0.2,9,2
2,3,3,79,-0.8,0.347,1,1.0,1.0,-1.6,9,9
2,3,3,80,-0.2,0.37444,1,1.0,1.0,-0.8,9,9
2,3,3,81,-0.8,0.365869,1,1.0,1.0,-0.2,9,9
2,3,3,82,0.2,0.406542,1,-1.0,1.0,-0.8,9,9
2,3,3,83,-0.2,0.432883,1,1.0,-1.0,0.2,9,9
2,3,3,84,0.8,0.584318,0,1.0,1.0,-0.2,9,9
2,3,3,85,0.2,0.306999,1,-1.0,1.0,0.8,1,9
2,3,3,86,-0.8,0.397256,1,1.0,-1.0,0.2,9,1
2,3,3,87,-1.6,0.336788,1,1.0,1.0,-0.8,9,9
2,3,3,88,-1.6,0.315527,1,1.0,1.0,-1.6,9,9
2,3,3,89,-0.8,0.36146,1,1.0,1.0,-1.6,9,9
2,3,3,90,0.2,0.486433,1,-1.0,1.0,-0.8,9,9
2,3,3,91,0.2,0.454542,1,-1.0,-1.0,0.2,9,9
2,3,3,92,-0.8,0.419821,1,1.0,-1.0,0.2,9,9
2,3,3,93,-0.8,0.392852,1,1.0,1.0,-0.8,9,9
2,3,3,94,-0.2,0.583594,0,-1.0,1.0,-0.8,7,9
2,3,3,95,-1.6,0.49425,1,1.0,-1.0,-0.2,9,7
2,3,3,96,-0.2,0.399135,1,1.0,1.0,-1.6,9,9
2,3,3,97,-0.2,0.326648,1,1.0,1.0,-0.2,9,9
2,3,3,98,0.8,0.613392,0,1.0,1.0,-0.2,9,9
2,3,3,99,-0.8,0.390948,1,1.0,1.0,0.8,9,9
2,3,3,100,0.8,0.524922,0,1.0,1.0,-0.8,9,9
2,3,3,101,-0.8,0.445645,1,1.0,1.0,0.8,9,9
2,3,3,102,-1.6,0.444379,1,1.0,1.0,-0.8,9,9
2,3,3,103,1.6,0.562626,0,1.0,1.0,-1.6,9,9
2,3,3,104,0.2,0.551313,1,-1.0,1.0,1.6,9,9
2,3,3,105,-0.2,0.405447,1,1.0,-1.0,0.2,9,9
2,3,3,106,-1.6,0.373648,1,1.0,1.0,-0.2,9,9
2,3,3,107,0.2,0.300973,1,-1.0,1.0,-1.6,9,9
2,3,3,108,-1.6,0.308979,1,1.0,-1.0,0.2,9,9
2,3,3,109,-0.8,0.576606,1,1.0,1.0,-1.6,9,9
2,3,3,110,-0.8,0.45859,1,1.0,1.0,-0.8,9,9
3,1,1,1,0.8,0.62601,0,1.0,0.0,-100.0,3,-100
3,1,1,2,-1.6,0.427192,1,1.0,1.0,0.8,9,3
3,1,1,3,1.6,0.402865,0,1.0,1.0,-1.6,9,9
3,1,1,4,0.2,0.598191,1,-1.0,1.0,1.6,9,9
3,1,1,5,-0.2,0.909644,0,-1.0,-1.0,0.2,2,9
3,1,1,6,0.8,0.596294,0,1.0,-1.0,-0.2,2,2
3,1,1,7,1.6,0.3979,0,1.0,1.0,0.8,9,2
3,1,1,8,-0.2,0.820625,1,1.0,1.0,1.6,2,9
3,1,1,9,0.8,0.486986,0,1.0,1.0,-0.2,9,2
3,1,1,10,0.2,0.815633,1,-1.0,1.0,0.8,1,9
3,1,1,11,0.8,0.421666,1,-1.0,-1.0,0.2,1,1
3,1,1,12,0.2,0.394492,0,1.0,-1.0,0.8,1,1
3,1,1,13,-0.2,0.390521,1,1.0,1.0,0.2,9,1
3,1,1,14,0.8,0.411509,0,1.0,1.0,-0.2,9,9
3,1,1,15,-0.8,0.633551,1,1.0,1.0,0.8,8,9
3,1,1,16,0.8,0.527694,0,1.0,1.0,-0.8,7,8
3,1,1,17,1.6,0.453886,0,1.0,1.0,0.8,9,7
3,1,1,18,-0.8,0.673854,1,1.0,1.0,1.6,3,9
3,1,1,19,0.8,0.432623,0,1.0,1.0,-0.8,6,3
3,1,1,20,0.8,0.425494,0,1.0,1.0,0.8,8,6
3,1,1,21,-0.2,0.518969,0,-1.0,1.0,0.8,1,8
3,1,1,22,-0.2,0.423195,1,1.0,-1.0,-0.2,7,1
3,1,1,23,1.6,0.476669,0,1.0,1.0,-0.2,9,7
3,1,1,24,1.6,0.466156,0,1.0,1.0,1.6,9,9
3,1,1,25,0.8,0.609684,0,1.0,1.0,1.6,8,9
3,1,1,26,-0.2,0.391766,1,1.0,1.0,0.8,3,8
3,1,1,27,-1.6,0.424904,1,1.0,1.0,-0.2,9,3
3,1,1,28,0.2,0.551361,1,-1.0,1.0,-1.6,2,9
3,1,1,29,0.2,0.697462,1,-1.0,-1.0,0.2,1,2
3,1,1,30,-0.2,0.403718,1,1.0,-1.0,0.2,4,1
3,1,1,31,0.8,0.430402,0,1.0,1.0,-0.2,1,4
3,1,1,32,0.2,0.408364,1,-1.0,1.0,0.8,1,1
3,1,1,33,0.2,0.429176,1,-1.0,-1.0,0.2,5,1
3,1,1,34,-0.8,0.456835,1,1.0,-1.0,0.2,3,5
3,1,1,35,-1.6,0.376837,1,1.0,1.0,-0.8,9,3
3,1,1,36,-0.8,0.501437,1,1.0,1.0,-1.6,9,9
3,1,1,37,-0.8,0.416435,1,1.0,1.0,-0.8,9,9
3,1,1,38,-0.2,0.387736,1,1.0,1.0,-0.8,1,9
3,1,1,39,0.8,0.51719,0,1.0,1.0,-0.2,9,1
3,1,1,40,-1.6,0.49667,1,1.0,1.0,0.8,5,9
3,1,1,41,-1.6,0.440897,1,1.0,1.0,-1.6,9,5
3,1,1,42,0.2,0.652848,0,1.0,1.0,-1.6,1,9
3,1,1,43,0.2,0.329171,1,-1.0,1.0,0.2,4,1
3,1,1,44,-1.6,0.452659,1,1.0,-1.0,0.2,7,4
3,1,1,45,0.2,0.459334,0,1.0,1.0,-1.6,9,7
3,1,1,46,0.8,0.39822,0,1.0,1.0,0.2,9,9
3,1,1,47,0.8,0.756924,0,1.0,1.0,0.8,5,9
3,1,1,48,-0.8,0.40652,1,1.0,1.0,0.8,8,5
3,1,1,49,-0.8,0.427013,1,1.0,1.0,-0.8,9,8
3,1,1,50,-0.8,0.466586,1,1.0,1.0,-0.8,9,9
3,1,1,52,-0.8,0.329588,1,1.0,0.0,-0.2,9,5
3,1,1,53,-0.8,0.353566,1,1.0,1.0,-0.8,9,9
3,1,1,54,1.6,0.373799,0,1.0,1.0,-0.8,9,9
3,1,1,55,-0.2,0.403328,0,-1.0,1.0,1.6,4,9
3,1,1,56,-0.2,0.967201,0,-1.0,-1.0,-0.2,2,4
3,1,1,57,0.2,0.789344,1,-1.0,-1.0,-0.2,1,2
3,1,1,58,-1.6,0.388249,1,1.0,-1.0,0.2,9,1
3,1,1,59,-0.8,0.418304,1,1.0,1.0,-1.6,9,9
3,1,1,60,0.8,0.503724,0,1.0,1.0,-0.8,9,9
3,1,1,61,0.2,0.646546,1,-1.0,1.0,0.8,2,9
3,1,1,62,-0.8,0.678144,1,1.0,-1.0,0.2,2,2
3,1,1,63,0.8,0.553777,0,1.0,1.0,-0.8,1,2
3,1,1,64,-0.2,0.640447,1,1.0,1.0,0.8,2,1
3,1,1,65,0.2,0.452243,1,-1.0,1.0,-0.2,2,2
3,1,1,66,0.2,0.382044,0,1.0,-1.0,0.2,8,2
3,1,1,67,-0.8,0.447978,1,1.0,1.0,0.2,2,8
3,1,1,68,-1.6,0.436682,1,1.0,1.0,-0.8,9,2
3,1,1,69,-0.2,0.369494,1,1.0,1.0,-1.6,6,9
3,1,1,70,-1.6,0.525609,1,1.0,1.0,-0.2,6,6
3,1,1,71,-0.2,0.721507,0,-1.0,1.0,-1.6,1,6
3,1,1,72,0.2,0.542832,0,1.0,-1.0,-0.2,2,1
3,1,1,73,0.2,0.718908,0,1.0,1.0,0.2,2,2
3,1,1,74,-1.6,0.581578,1,1.0,1.0,0.2,9,2
3,1,1,75,0.8,0.428925,0,1.0,1.0,-1.6,9,9
3,1,1,76,-0.8,0.410565,1,1.0,1.0,0.8,9,9
3,1,1,78,0.2,0.374769,1,-1.0,0.0,0.2,2,2
3,1,1,79,0.8,0.523576,0,1.0,-1.0,0.2,9,2
3,1,1,80,-1.6,0.382249,1,1.0,1.0,0.8,6,9
3,1,1,81,0.8,0.591902,0,1.0,1.0,-1.6,2,6
3,1,1,82,-0.2,0.513314,1,1.0,1.0,0.8,2,2
3,1,1,83,-0.2,0.607999,0,-1.0,1.0,-0.2,1,2
3,1,1,84,-0.8,0.665656,1,1.0,-1.0,-0.2,1,1
3,1,1,85,0.2,0.400228,1,-1.0,1.0,-0.8,1,1
3,1,1,86,-0.8,0.432415,1,1.0,-1.0,0.2,1,1
3,1,1,87,-0.2,0.640565,0,-1.0,1.0,-0.8,1,1
3,1,1,88,-0.2,0.578492,1,1.0,-1.0,-0.2,1,1
3,1,1,89,0.2,0.819925,1,-1.0,1.0,-0.2,1,1
3,1,1,90,0.8,0.620662,1,-1.0,-1.0,0.2,1,1
3,1,1,91,1.6,0.833673,0,1.0,-1.0,0.8,1,1
3,1,1,92,1.6,0.609317,0,1.0,1.0,1.6,9,1
3,1,1,93,-0.2,0.591242,0,-1.0,1.0,1.6,6,9
3,1,1,94,-0.8,0.364584,1,1.0,-1.0,-0.2,7,6
3,1,1,95,1.6,0.449685,0,1.0,1.0,-0.8,2,7
3,1,1,96,-0.8,0.393617,1,1.0,1.0,1.6,6,2
3,1,1,97,0.2,0.417914,1,-1.0,1.0,-0.8,2,6
3,1,1,98,1.6,0.478192,0,1.0,-1.0,0.2,3,2
3,1,1,99,-1.6,0.398182,1,1.0,1.0,1.6,9,3
3,1,1,100,-0.8,0.444954,1,1.0,1.0,-1.6,7,9
3,1,1,101,-0.2,0.547178,0,-1.0,1.0,-0.8,8,7
3,1,1,102,0.2,0.586538,0,1.0,-1.0,-0.2,6,8
3,1,1,103,1.6,0.374094,0,1.0,1.0,0.2,2,6
3,1,1,104,-0.8,0.390875,1,1.0,1.0,1.6,7,2
3,1,1,105,1.6,0.434885,0,1.0,1.0,-0.8,2,7
3,1,1,106,-0.2,0.765067,1,1.0,1.0,1.6,2,2
3,1,1,107,0.8,0.528769,0,1.0,1.0,-0.2,7,2
3,1,1,108,0.2,0.714952,0,1.0,1.0,0.8,6,7
3,1,1,109,-0.2,0.682186,1,1.0,1.0,0.2,2,6
3,1,1,110,-0.2,0.500241,1,1.0,1.0,-0.2,3,2
3,2,1,1,0.2,0.756637,1,-1.0,0.0,-100.0,2,-100
3,2,1,2,0.8,0.362882,0,1.0,-1.0,0.2,7,2
3,2,1,3,0.2,0.502846,1,-1.0,1.0,0.8,6,7
3,2,1,4,-0.2,0.544286,1,1.0,-1.0,0.2,6,6
3,2,1,5,0.2,0.654961,1,-1.0,1.0,-0.2,5,6
3,2,1,6,-0.8,0.406596,1,1.0,-1.0,0.2,8,5
3,2,1,7,0.2,0.595518,0,1.0,1.0,-0.8,3,8
3,2,1,8,-0.2,0.373347,1,1.0,1.0,0.2,9,3
3,2,1,9,-1.6,0.431447,1,1.0,1.0,-0.2,9,9
3,2,1,10,-0.2,0.63915,1,1.0,1.0,-1.6,3,9
3,2,1,11,-0.2,0.34789,1,1.0,1.0,-0.2,8,3
3,2,1,12,-1.6,0.375947,1,1.0,1.0,-0.2,9,8
3,2,1,13,-0.8,0.417458,1,1.0,1.0,-1.6,9,9
3,2,1,14,0.8,0.386829,0,1.0,1.0,-0.8,9,9
3,2,1,15,0.2,0.590281,1,-1.0,1.0,0.8,3,9
3,2,1,16,0.8,0.507804,0,1.0,-1.0,0.2,9,3
3,2,1,17,-0.8,0.515941,0,-1.0,1.0,0.8,9,9
3,2,1,18,0.8,0.450667,0,1.0,-1.0,-0.8,9,9
3,2,1,19,-0.8,0.847374,1,1.0,1.0,0.8,9,9
3,2,1,20,1.6,0.536801,0,1.0,1.0,-0.8,9,9
3,2,1,21,-0.2,0.572316,0,-1.0,1.0,1.6,3,9
3,2,1,22,-0.8,0.381075,1,1.0,-1.0,-0.2,8,3
3,2,1,23,0.8,0.498601,0,1.0,1.0,-0.8,7,8
3,2,1,24,-0.2,0.568982,0,-1.0,1.0,0.8,1,7
3,2,1,25,-0.2,0.377699,0,-1.0,-1.0,-0.2,1,1
3,2,1,26,0.2,0.439603,1,-1.0,-1.0,-0.2,1,1
3,2,1,27,0.8,0.423869,0,1.0,-1.0,0.2,8,1
3,2,1,28,-0.2,0.766642,0,-1.0,1.0,0.8,1,8
3,2,1,29,-1.6,0.419161,1,1.0,-1.0,-0.2,7,1
3,2,1,30,-0.8,0.414888,1,1.0,1.0,-1.6,8,7
3,2,1,31,0.2,0.674993,1,-1.0,1.0,-0.8,1,8
3,2,1,32,1.6,0.441199,0,1.0,-1.0,0.2,9,1
3,2,1,34,1.6,0.370249,0,1.0,0.0,0.2,9,1
3,2,1,35,0.2,0.578838,1,-1.0,1.0,1.6,1,9
3,2,1,36,1.6,0.403628,0,1.0,-1.0,0.2,9,1
3,2,1,37,0.2,0.609977,0,1.0,1.0,1.6,2,9
3,2,1,38,-0.8,0.609895,1,1.0,1.0,0.2,6,2
3,2,1,39,-0.2,0.699501,1,1.0,1.0,-0.8,1,6
3,2,1,40,0.2,0.492076,1,-1.0,1.0,-0.2,1,1
3,2,1,41,0.8,0.548796,0,1.0,-1.0,0.2,7,1
3,2,1,42,0.2,0.416315,0,1.0,1.0,0.8,7,7
3,2,1,43,1.6,0.509133,0,1.0,1.0,0.2,9,7
3,2,1,44,-1.6,0.423212,1,1.0,1.0,1.6,9,9
3,2,1,45,-0.2,0.428052,1,1.0,1.0,-1.6,9,9
3,2,1,46,-0.2,0.413327,1,1.0,1.0,-0.2,8,9
3,2,1,47,-1.6,0.468181,1,1.0,1.0,-0.2,9,8
3,2,1,48,-0.8,0.666908,1,1.0,1.0,-1.6,8,9
3,2,1,49,-0.8,0.394488,1,1.0,1.0,-0.8,9,8
3,2,1,50,0.2,0.855975,1,-1.0,1.0,-0.8,6,9
3,2,1,51,-0.2,0.54934,1,1.0,-1.0,0.2,3,6
3,2,1,52,0.2,0.540952,0,1.0,1.0,-0.2,2,3
3,2,1,53,-0.2,0.578823,1,1.0,1.0,0.2,1,2
3,2,1,54,-0.8,0.397826,1,1.0,1.0,-0.2,1,1
3,2,1,55,0.2,0.405856,1,-1.0,1.0,-0.8,1,1
3,2,1,56,-1.6,0.404548,1,1.0,-1.0,0.2,8,1
3,2,1,57,0.2,0.672719,1,-1.0,1.0,-1.6,1,8
3,2,1,58,1.6,0.56153,0,1.0,-1.0,0.2,3,1
3,2,1,59,-0.2,0.539613,1,1.0,1.0,1.6,1,3
3,2,1,60,-0.2,0.522948,1,1.0,1.0,-0.2,2,1
3,2,1,61,1.6,0.48212,0,1.0,1.0,-0.2,9,2
3,2,1,62,-0.8,0.400573,1,1.0,1.0,1.6,4,9
3,2,1,63,0.8,0.442212,0,1.0,1.0,-0.8,3,4
3,2,1,64,-0.8,0.502305,1,1.0,1.0,0.8,3,3
3,2,1,65,0.8,0.46314,1,-1.0,1.0,-0.8,3,3
3,2,1,66,-0.8,0.406382,1,1.0,-1.0,0.8,2,3
3,2,1,67,0.8,0.663128,1,-1.0,1.0,-0.8,2,2
3,2,1,68,0.8,0.658555,1,-1.0,-1.0,0.8,2,2
3,2,1,69,-0.8,0.46142,1,1.0,-1.0,0.8,2,2
3,2,1,70,1.6,0.476423,0,1.0,1.0,-0.8,3,2
3,2,1,71,-0.8,0.43696,1,1.0,1.0,1.6,2,3
3,2,1,72,0.2,0.407023,1,-1.0,1.0,-0.8,2,2
3,2,1,73,0.8,0.495292,0,1.0,-1.0,0.2,2,2
3,2,1,74,-0.2,0.486522,1,1.0,1.0,0.8,7,2
3,2,1,75,1.6,0.426219,0,1.0,1.0,-0.2,7,7
3,2,1,76,-1.6,0.418769,1,1.0,1.0,1.6,7,7
3,2,1,77,-0.8,0.449796,1,1.0,1.0,-1.6,7,7
3,2,1,78,0.8,0.501794,0,1.0,1.0,-0.8,9,7
3,2,1,79,-1.6,0.399847,1,1.0,1.0,0.8,7,9
3,2,1,80,0.2,0.605919,0,1.0,1.0,-1.6,3,7
3,2,1,81,0.8,0.513278,1,-1.0,1.0,0.2,3,3
3,2,1,82,-1.6,0.41757,1,1.0,-1.0,0.8,8,3
3,2,1,83,-0.2,0.427603,1,1.0,1.0,-1.6,5,8
3,2,1,84,-0.2,0.581206,1,1.0,1.0,-0.2,3,5
3,2,1,85,0.2,0.724642,1,-1.0,1.0,-0.2,2,3
3,2,1,86,-0.2,0.418199,1,1.0,-1.0,0.2,6,2
3,2,1,87,0.8,0.477599,0,1.0,1.0,-0.2,7,6
3,2,1,88,-0.8,0.628795,1,1.0,1.0,0.8,4,7
3,2,1,89,0.8,0.477043,1,-1.0,1.0,-0.8,2,4
3,2,1,90,1.6,0.545958,0,1.0,-1.0,0.8,9,2
3,2,1,92,-1.6,0.550621,1,1.0,0.0,-0.8,5,4
3,2,1,93,-0.2,0.427582,1,1.0,1.0,-1.6,5,5
3,2,1,94,-1.6,0.431012,1,1.0,1.0,-0.2,9,5
3,2,1,95,0.8,0.400407,0,1.0,1.0,-1.6,9,9
3,2,1,96,1.6,0.396516,0,1.0,1.0,0.8,9,9
3,2,1,97,0.2,0.509867,0,1.0,1.0,1.6,9,9
3,2,1,98,-0.8,0.557368,1,1.0,1.0,0.2,9,9
3,2,1,99,0.2,0.736711,1,-1.0,1.0,-0.8,9,9
3,2,1,100,1.6,0.370975,0,1.0,-1.0,0.2,9,9
3,2,1,101,0.8,0.462389,0,1.0,1.0,1.6,9,9
3,2,1,102,0.2,0.449178,1,-1.0,1.0,0.8,5,9
3,2,1,103,0.2,0.651803,1,-1.0,-1.0,0.2,3,5
3,2,1,104,0.8,0.392789,0,1.0,-1.0,0.2,9,3
3,2,1,105,-0.2,0.517444,1,1.0,1.0,0.8,9,9
3,2,1,106,-1.6,0.445635,1,1.0,1.0,-0.2,9,9
3,2,1,107,-0.8,0.469699,1,1.0,1.0,-1.6,9,9
3,2,1,108,-0.2,0.447796,1,1.0,1.0,-0.8,3,9
3,2,1,110,0.8,0.414044,0,1.0,0.0,-0.2,8,9
3,3,1,2,-0.2,0.568785,1,1.0,0.0,0.2,7,1
3,3,1,3,-0.2,0.392129,1,1.0,1.0,-0.2,3,7
3,3,1,4,-0.2,0.399603,1,1.0,1.0,-0.2,3,3
3,3,1,5,-0.2,0.538562,1,1.0,1.0,-0.2,2,3
3,3,1,6,-1.6,0.525728,1,1.0,1.0,-0.2,2,2
3,3,1,7,-0.2,0.40453,1,1.0,1.0,-1.6,2,2
3,3,1,8,-1.6,0.557358,1,1.0,1.0,-0.2,8,2
3,3,1,9,-1.6,0.43805,1,1.0,1.0,-1.6,9,8
3,3,1,10,0.2,0.578368,1,-1.0,1.0,-1.6,3,9
3,3,1,11,0.2,0.409068,1,-1.0,-1.0,0.2,3,3
3,3,1,12,0.8,0.486536,0,1.0,-1.0,0.2,8,3
3,3,1,13,-0.8,0.52194,1,1.0,1.0,0.8,6,8
3,3,1,14,0.8,0.504273,0,1.0,1.0,-0.8,9,6
3,3,1,15,0.2,0.687187,0,1.0,1.0,0.8,6,9
3,3,1,16,-0.2,0.561621,0,-1.0,1.0,0.2,4,6
3,3,1,17,1.6,0.580472,0,1.0,-1.0,-0.2,9,4
3,3,1,18,0.8,0.73968,0,1.0,1.0,1.6,1,9
3,3,1,19,-0.2,0.541879,1,1.0,1.0,0.8,1,1
3,3,1,20,0.8,0.437579,0,1.0,1.0,-0.2,8,1
3,3,1,21,0.2,0.463588,0,1.0,1.0,0.8,8,8
3,3,1,22,1.6,0.447676,0,1.0,1.0,0.2,9,8
3,3,1,23,-1.6,0.510444,1,1.0,1.0,1.6,9,9
3,3,1,24,0.8,0.525265,0,1.0,1.0,-1.6,5,9
3,3,1,25,0.2,0.592011,1,-1.0,1.0,0.8,3,5
3,3,1,26,-1.6,0.464381,1,1.0,-1.0,0.2,9,3
3,3,1,27,1.6,0.437666,0,1.0,1.0,-1.6,9,9
3,3,1,28,0.8,0.490956,0,1.0,1.0,1.6,6,9
3,3,1,29,-1.6,0.490322,1,1.0,1.0,0.8,3,6
3,3,1,30,-0.8,0.42308,1,1.0,1.0,-1.6,9,3
3,3,1,31,-0.2,0.506459,0,-1.0,1.0,-0.8,1,9
3,3,1,32,0.2,0.547924,1,-1.0,-1.0,-0.2,1,1
3,3,1,33,1.6,0.528054,0,1.0,-1.0,0.2,7,1
3,3,1,34,-0.2,0.638985,1,1.0,1.0,1.6,2,7
3,3,1,35,0.2,0.507665,0,1.0,1.0,-0.2,5,2
3,3,1,36,1.6,0.533079,0,1.0,1.0,0.2,9,5
3,3,1,37,-0.2,0.45527,1,1.0,1.0,1.6,2,9
3,3,1,38,0.2,0.690686,0,1.0,1.0,-0.2,1,2
3,3,1,39,1.6,0.500341,0,1.0,1.0,0.2,9,1
3,3,1,40,0.8,0.537211,0,1.0,1.0,1.6,9,9
3,3,1,41,-1.6,0.387059,1,1.0,1.0,0.8,9,9
3,3,1,42,-0.8,0.580359,1,1.0,1.0,-1.6,2,9
3,3,1,43,0.2,0.601149,1,-1.0,1.0,-0.8,2,2
3,3,1,44,0.8,0.566643,1,-1.0,-1.0,0.2,2,2
3,3,1,45,-0.8,0.488098,1,1.0,-1.0,0.8,9,2
3,3,1,46,-0.8,0.371499,1,1.0,1.0,-0.8,9,9
3,3,1,47,-0.8,0.413788,1,1.0,1.0,-0.8,9,9
3,3,1,48,-0.2,0.434409,1,1.0,1.0,-0.8,9,9
3,3,1,49,-0.8,0.441108,1,1.0,1.0,-0.2,8,9
3,3,1,50,0.8,0.518524,0,1.0,1.0,-0.8,3,8
3,3,1,51,-1.6,0.464086,1,1.0,1.0,0.8,8,3
3,3,1,52,1.6,0.544122,0,1.0,1.0,-1.6,9,8
3,3,1,53,-1.6,0.38164,1,1.0,1.0,1.6,9,9
3,3,1,54,0.8,0.422928,0,1.0,1.0,-1.6,9,9
3,3,1,55,0.8,0.550558,0,1.0,1.0,0.8,9,9
3,3,1,56,-0.2,0.574465,0,-1.0,1.0,0.8,9,9
3,3,1,57,0.2,0.471424,0,1.0,-1.0,-0.2,9,9
3,3,1,58,-0.8,0.463434,0,-1.0,1.0,0.2,3,9
3,3,1,59,0.8,0.51048,0,1.0,-1.0,-0.8,8,3
3,3,1,60,0.2,0.611104,0,1.0,1.0,0.8,4,8
3,3,1,61,0.2,0.54936,0,1.0,1.0,0.2,3,4
3,3,1,62,0.8,0.487882,0,1.0,1.0,0.2,3,3
3,3,1,63,-0.2,0.549376,1,1.0,1.0,0.8,8,3
3,3,1,64,1.6,0.741542,0,1.0,1.0,-0.2,8,8
3,3,1,65,-0.2,0.538324,1,1.0,1.0,1.6,3,8
3,3,1,66,0.2,0.6157,0,1.0,1.0,-0.2,3,3
3,3,1,67,0.2,0.518565,1,-1.0,1.0,0.2,3,3
3,3,1,68,0.2,0.470087,1,-1.0,-1.0,0.2,3,3
3,3,1,69,-0.2,0.46945,1,1.0,-1.0,0.2,2,3
3,3,1,70,0.8,0.604153,0,1.0,1.0,-0.2,7,2
3,3,1,71,-0.2,0.558932,0,-1.0,1.0,0.8,3,7
3,3,1,72,1.6,0.564949,0,1.0,-1.0,-0.2,7,3
3,3,1,73,-1.6,0.434427,1,1.0,1.0,1.6,8,7
3,3,1,74,1.6,0.616586,0,1.0,1.0,-1.6,7,8
3,3,1,75,0.8,0.488813,0,1.0,1.0,1.6,6,7
3,3,1,76,0.2,0.494588,1,-1.0,1.0,0.8,2,6
3,3,1,77,-1.6,0.439572,1,1.0,-1.0,0.2,2,2
3,3,1,78,0.8,0.589647,0,1.0,1.0,-1.6,1,2
3,3,1,79,0.8,0.483249,0,1.0,1.0,0.8,3,1
3,3,1,80,-0.2,0.521085,1,1.0,1.0,0.8,2,3
3,3,1,81,-0.8,0.455635,1,1.0,1.0,-0.2,2,2
3,3,1,82,-0.8,0.429365,1,1.0,1.0,-0.8,2,2
3,3,1,83,0.2,0.476349,1,-1.0,1.0,-0.8,2,2
3,3,1,84,0.2,0.490242,1,-1.0,-1.0,0.2,2,2
3,3,1,85,0.8,0.555007,0,1.0,-1.0,0.2,2,2
3,3,1,86,-0.8,0.402918,1,1.0,1.0,0.8,2,2
3,3,1,87,-0.2,0.509131,1,1.0,1.0,-0.8,2,2
